effective_opcode	entry_target	working_operation	operand_layout	physical_length_rule	state_reads	state_writes	flow_and_timing	error_or_quirk	helper_calls	assembly_evidence	audit_status
186	0x0042D05C	reload_if_party_member_field_ge	+2 i16 selector; getter before +4 u16 threshold; taken-only +6 u32 target	10	second 0x38 party-member record; 17-field getter; current TALK window	signed getter value >= zero-extended threshold reloads same file	not-taken advances10, previous186 and same-call with no audio; taken loader audio, previous186, common audio and yield	selector >16 does not read later operands and audio-yields without advance; negative selector getter-defaults0; checked load failure preserves second audio	sub_4112B0; sub_42E430	0x0042D05C-0x0042D0D3; getter 0x004112B0-0x0041144B; loader 0x0042E430-0x0042E47B; common join 0x0042B0AE-0x0042B0C8	assembly_audited_platform_adapted
187	0x0042D05C	reload_if_party_member_field_le	+2 i16 selector; getter before +4 u16 threshold; taken-only +6 u32 target	10	second 0x38 party-member record; 17-field getter; current TALK window	signed getter value <= zero-extended threshold reloads same file	not-taken advances10, previous187 and same-call with no audio; taken loader audio, previous187, common audio and yield	selector >16 does not read later operands and audio-yields without advance; negative selector getter-defaults0; checked load failure preserves second audio	sub_4112B0; sub_42E430	0x0042D05C-0x0042D0D3; getter 0x004112B0-0x0041144B; loader 0x0042E430-0x0042E47B; common join 0x0042B0AE-0x0042B0C8	assembly_audited_platform_adapted
188	0x0042D0D8	set_party_member_field	+2 i16 selector; +4 i16 value read before selector gate	6	second 0x38 party-member record; 17-field setter; LEVEL narrow port	direct sign-extended value set with destination width; field16 writes low byte then optional LEVEL-derived field14	advance6, previous188 and same-call; no audio	selector >16 reads value then audio-yields without advance; negative selector setter-defaults; SDL LEVEL failure is nonfatal and preserves prior field14	sub_411030; sub_477290	0x0042D0D8-0x0042D16B; setter 0x00411030-0x0041125D; LEVEL 0x00477290-0x004773F5; tail 0x00429F61-0x00429F76	assembly_audited_platform_adapted
189	0x0042D0D8	add_party_member_field	+2 i16 selector; +4 i16 delta read before selector gate	6	second 0x38 party-member record; 17-field getter/setter; LEVEL narrow port	getter plus sign-extended delta using i32 wrapping bits, then destination-width set; field16 optional LEVEL update	advance6, previous189 and same-call; no audio	selector >16 reads delta then audio-yields without advance; negative selector getter/setter default; SDL LEVEL failure is nonfatal	sub_4112B0; sub_411030; sub_477290	0x0042D0D8-0x0042D16B; getter/setter 0x00411030-0x0041144B; LEVEL 0x00477290-0x004773F5; tail 0x00429F61-0x00429F76	assembly_audited_platform_adapted
190	0x0042D0D8	subtract_party_member_field	+2 i16 selector; +4 i16 delta read before selector gate	6	second 0x38 party-member record; 17-field getter/setter; LEVEL narrow port	getter minus sign-extended delta using i32 wrapping bits, then destination-width set; field16 optional LEVEL update	advance6, previous190 and same-call; no audio	selector >16 reads delta then audio-yields without advance; negative selector getter/setter default; SDL LEVEL failure is nonfatal	sub_4112B0; sub_411030; sub_477290	0x0042D0D8-0x0042D16B; getter/setter 0x00411030-0x0041144B; LEVEL 0x00477290-0x004773F5; tail 0x00429F61-0x00429F76	assembly_audited_platform_adapted
191	0x0042D170	wait_camera_top_while_moving	active-only +2 i16 expected viewport top	4	camera pan remaining X/Y dwords; full viewport top dword	active compares full signed top to sign-extended expected value; no movement skips operand and top	no movement or equality advances4, previous191 and same-call without audio; mismatch previous191, audio once and yield without advance	steps ignored; pan owner precedes conditional operand; viewport owner follows operand; inactive two-byte tail still advances four	none	0x0042D170-0x0042D1A9; common join 0x0042B0AE-0x0042B0C8; audio return 0x0042D4D7-0x0042D4F3	assembly_audited_platform_adapted
167	0x0042BEFE	reload_if_any_role_item_root_has_item	+2 u16 item id read for player chain then reread for role roots; +4 u32 target only when role root present	8	player lookup still runs then its result is cleared; 64 role sentinel roots compare exact u16 id and do not traverse child nodes	if any role sentinel root exists, audio then same-file target/IP0 reload	root present reloads and same-calls new window; all roots miss advances 8 and same-calls	null role root is original unconditional dereference; modern typed-stop occurs in scan order	sub_44D680; sub_44D650; sub_42E430	0x0042BEFE-0x0042BF71; helpers 0x0044D650-0x0044D6A6; reload 0x0042CCD6-0x0042CCF2; fixed join 0x004289A4-0x004289B9	assembly_audited_platform_adapted
168	0x0042BEFE	reload_if_no_role_item_root_has_item	+2 u16 item id read for player chain then reread for role roots; +4 u32 target only when all role roots miss	8	player lookup still runs then its result is cleared; 64 role sentinel roots compare exact u16 id and do not traverse child nodes	if all role sentinel roots miss, audio then same-file target/IP0 reload	all roots miss reloads and same-calls new window; root present advances 8 and same-calls	null role root is original unconditional dereference; modern typed-stop occurs in scan order	sub_44D680; sub_44D650; sub_42E430	0x0042BEFE-0x0042BF71; helpers 0x0044D650-0x0044D6A6; reload 0x0042CCD6-0x0042CCF2; fixed join 0x004289A4-0x004289B9	assembly_audited_platform_adapted
136	0x0042C567	set_role_status_bit12_from_boolean	+2 u16 selector then lookup; +4 u16 boolean read after lookup	6	controlled index for FFF0; role lookup; role flags; surface footprint	live clear/set mask 1000 then clear/mark surface; missing MAPS OR0/AND EFFF or OR1000/AND FFFF	advance 6; common previous136; ESI=1 same-call continue	FFF0 is controlled index low16 used as GUID key; checked surface unsafe points preserve prior effects	sub_40C0D0; sub_40AE20; sub_40AEC0; sub_40D460	0x0042C567-0x0042C6D8;0x00429F61-0x00429F76;0x0042B0AE-0x0042B0C8	assembly_audited_platform_adapted
139	0x0042B9C2	wait_first_dialog_flag_bit15	+2 u16 selector; FFF0=context source then recheck FFFD; FFFE=full u32 controlled index	4	selector resolver unless FFFD; dialog chain; first matching record role-index and flags bit15	none	first match bit15 clear: previous139, audio once, no advance, yield; bit15 set, no match, empty list or lookup failure: +4 previous139 same-call	only first match controls; opcode refinement subtracts 119 then 20; record u16 index compares with full u32 resolver output	sub_40C0D0; nullsub_1	0x0042B9C2-0x0042BAB7; common join 0x0042B0AE-0x0042B0C8	assembly_audited_platform_adapted
140	0x0042C567	set_role_status_bit11_from_boolean	+2 u16 selector then lookup; +4 u16 boolean read after lookup	6	controlled index for FFF0; role lookup; role flags; surface footprint	live clear/set mask 0800 then clear/mark surface; missing MAPS OR0/AND F7FF or OR0800/AND FFFF	advance 6; common previous140; ESI=1 same-call continue	FFF0 is controlled index low16 used as GUID key; checked surface unsafe points preserve prior effects	sub_40C0D0; sub_40AE20; sub_40AEC0; sub_40D460	0x0042C567-0x0042C6D8;0x00429F61-0x00429F76;0x0042B0AE-0x0042B0C8	assembly_audited_platform_adapted
145	0x0042C567	set_role_status_bit13_from_boolean	+2 u16 selector then lookup; +4 u16 boolean read after lookup	6	controlled index for FFF0; role lookup; role flags; surface footprint	live clear/set mask 2000 then clear/mark surface; missing MAPS OR0/AND DFFF or OR2000/AND FFFF	advance 6; common previous145; ESI=1 same-call continue	no linear TALK record; handler and both boolean paths locked by LST and synthetic; FFF0 uses controlled index key	sub_40C0D0; sub_40AE20; sub_40AEC0; sub_40D460	0x0042C567-0x0042C6D8;0x00429F61-0x00429F76;0x0042B0AE-0x0042B0C8	assembly_audited_platform_adapted
146	0x0042C567	set_role_status_bit8_from_boolean	+2 u16 selector then lookup; +4 u16 boolean read after lookup	6	controlled index for FFF0; role lookup; role flags; surface footprint	live clear/set mask 0100 then clear/mark surface; missing MAPS OR0/AND FEFF or OR0100/AND FFFF	advance 6; common previous146; ESI=1 same-call continue	FFF0 is controlled index low16 used as GUID key; checked surface unsafe points preserve prior effects	sub_40C0D0; sub_40AE20; sub_40AEC0; sub_40D460	0x0042C567-0x0042C6D8;0x00429F61-0x00429F76;0x0042B0AE-0x0042B0C8	assembly_audited_platform_adapted
153	0x0042B1F1	enqueue_secondary_picture_action	+2 u16 screen X; +4 u16 screen Y; +6 u16 action id zero-extended to u32; +8 u16 base variant zero-extended to u32	10	secondary picture-action list head dword_4B8968	allocate and zero one 0xA4-byte node before operands; initialize embedded 0x98-byte action at +8; stage four operand writes; after all operands prepend to secondary list	advance 10; ESI remains 0; common join publishes normalized previous; yield	malloc result is unchecked before rep stosd; operand fault after allocation leaves an unlinked allocation in the original process; modern typed failures release the temporary node and check the platform owner only after all operands	_malloc; sub_40DC00	0x0042B1F1-0x0042B282; sub_40DC00 0x0040DC00-0x0040DC28; common join 0x0042B0AE-0x0042B0C8	assembly_audited_platform_adapted
154	0x0042B4CA	wait_secondary_picture_action_byte_strictly_above	+2 u16 threshold read before owner selection	4	secondary picture-action list head; first node action.packed_ap_state high u8 only	none	nonempty selected list and byte<=threshold: no advance, common previous154, ESI=0 yield; empty list or byte>threshold: advance 4, common previous154, ESI=1 same-call continue	no linear TALK record; unsigned strict comparison; thresholds >=255 cannot complete while selected list stays nonempty; missing typed runtime stops after operand	none	0x0042B4CA-0x0042B50A; node+49 = node action+41; common join 0x0042B0AE-0x0042B0C8	assembly_audited_platform_adapted
162	0x0042B287	load_dynamic_name_record	+2 u16 script-variable selector; only 11 or 12 accepted	4	script variable dword_4ACBD0[selector] full u32 index; MAPS relative record directory; current-name buffers	valid nonzero variable loads shared 32-byte name record, percent-Q terminates, and default prefixes are replaced; invalid selector or zero value touches no MAPS/name	all paths advance 4 and common join publishes previous162; ESI=1, continue same call	invalid/zero original only debug-formats through nullsub_1; dynamic index and table entry arithmetic remain u32; bounded MAPS/terminator and short-name fallback platform adaptations	sub_40BAA0; nullsub_1	0x0042B287-0x0042B3AB;0x0040BAA0-0x0040BB10;0x0042D182-0x0042D193; common join 0x0042B0AE-0x0042B0C8	assembly_audited_platform_adapted
169	0x0042ADB7	schedule_role_action_records_then_wait_ready	+2 u16 count/flags (low14=count, bit14=phase marker, bit15 forwarded flag); +4 count records of {u16 role_selector,u16 tile_x,u16 tile_y,i16 action_id,i16 base_variant,i16 variant_delta}	4 + 12*u14_count	context source GUID; role lookup; selected role world coordinates for FFFF tile components; role+0x10 bit 0x02000000; record action operands	initial phase clears source role bit 0x00080000 and cached action variants, initializes role+0x88 wait override, schedules each resolved role with all three action operands, sets selected-role dialog bit15, then sets operand bit14; ready phase clears operand high bits	bit14 clear schedules then yields; bit14 set queries each role and yields until every role is prepared/arrived; all ready advances 4+12*count and continues same call	missing role is skipped only in initial phase; wait-phase miss reaches the original role dereference; bit15 is forwarded to sub_42DAF0 then cleared with bit14 on completion; operand tails are read only at their original phase-specific danger points	sub_40C0D0; sub_42DAF0; sub_42E280	0x0042ADB7-0x0042B06E	assembly_audited_business_name_neutral
174	0x0042C567	set_role_status_bit14_from_boolean	+2 u16 selector then lookup; +4 u16 boolean read after lookup	6	controlled index for FFF0; role lookup; role flags; surface footprint	live clear/set mask 4000 then clear/mark surface; missing MAPS OR0/AND BFFF or OR4000/AND FFFF	advance 6; common previous174; ESI=1 same-call continue	no linear TALK record; bit14 changes blocking footprint; handler and both boolean paths locked by LST and synthetic	sub_40C0D0; sub_40AE20; sub_40AEC0; sub_40D460	0x0042C567-0x0042C6D8;0x00429F61-0x00429F76;0x0042B0AE-0x0042B0C8	assembly_audited_platform_adapted
