file	record_kind	logical_index_or_field	file_offset_hex	size_bytes	value_hex_or_hash	value_text_or_integer	assembly_use
Fame.dat	fame_u16_slot	300	00000258	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	301	0000025A	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	302	0000025C	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	303	0000025E	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	304	00000260	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	305	00000262	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	306	00000264	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	307	00000266	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	308	00000268	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	309	0000026A	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	310	0000026C	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	311	0000026E	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	312	00000270	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	313	00000272	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	314	00000274	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	315	00000276	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	316	00000278	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	317	0000027A	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	318	0000027C	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	319	0000027E	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	320	00000280	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	321	00000282	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	322	00000284	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	323	00000286	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	324	00000288	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	325	0000028A	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	326	0000028C	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	327	0000028E	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	328	00000290	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	329	00000292	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	330	00000294	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	331	00000296	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	332	00000298	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	333	0000029A	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	334	0000029C	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	335	0000029E	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	336	000002A0	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	337	000002A2	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	338	000002A4	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	339	000002A6	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	340	000002A8	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	341	000002AA	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	342	000002AC	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	343	000002AE	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	344	000002B0	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	345	000002B2	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	346	000002B4	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	347	000002B6	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	348	000002B8	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	349	000002BA	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	350	000002BC	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	351	000002BE	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	352	000002C0	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	353	000002C2	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	354	000002C4	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	355	000002C6	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	356	000002C8	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	357	000002CA	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	358	000002CC	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	359	000002CE	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	360	000002D0	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	361	000002D2	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	362	000002D4	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	363	000002D6	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	364	000002D8	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	365	000002DA	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	366	000002DC	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	367	000002DE	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	368	000002E0	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	369	000002E2	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	370	000002E4	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	371	000002E6	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	372	000002E8	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	373	000002EA	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	374	000002EC	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	375	000002EE	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	376	000002F0	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	377	000002F2	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	378	000002F4	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	379	000002F6	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	380	000002F8	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	381	000002FA	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	382	000002FC	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	383	000002FE	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	384	00000300	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	385	00000302	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	386	00000304	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	387	00000306	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	388	00000308	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	389	0000030A	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	390	0000030C	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	391	0000030E	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	392	00000310	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	393	00000312	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	394	00000314	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	395	00000316	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	396	00000318	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	397	0000031A	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	398	0000031C	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	399	0000031E	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	400	00000320	2	0001	1	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	401	00000322	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	402	00000324	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	403	00000326	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	404	00000328	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	405	0000032A	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	406	0000032C	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	407	0000032E	2	0001	1	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	408	00000330	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	409	00000332	2	0007	7	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	410	00000334	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	411	00000336	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	412	00000338	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	413	0000033A	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	414	0000033C	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	415	0000033E	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	416	00000340	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	417	00000342	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	418	00000344	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	419	00000346	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	420	00000348	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	421	0000034A	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	422	0000034C	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	423	0000034E	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	424	00000350	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	425	00000352	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	426	00000354	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	427	00000356	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	428	00000358	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	429	0000035A	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	430	0000035C	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	431	0000035E	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	432	00000360	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	433	00000362	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	434	00000364	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	435	00000366	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	436	00000368	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	437	0000036A	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	438	0000036C	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	439	0000036E	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	440	00000370	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	441	00000372	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	442	00000374	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	443	00000376	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	444	00000378	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	445	0000037A	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	446	0000037C	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	447	0000037E	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	448	00000380	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	449	00000382	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	450	00000384	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	451	00000386	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	452	00000388	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	453	0000038A	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	454	0000038C	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	455	0000038E	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	456	00000390	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	457	00000392	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	458	00000394	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	459	00000396	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	460	00000398	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	461	0000039A	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	462	0000039C	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	463	0000039E	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	464	000003A0	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	465	000003A2	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	466	000003A4	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	467	000003A6	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	468	000003A8	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	469	000003AA	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	470	000003AC	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	471	000003AE	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	472	000003B0	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	473	000003B2	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	474	000003B4	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	475	000003B6	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	476	000003B8	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	477	000003BA	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	478	000003BC	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	479	000003BE	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	480	000003C0	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	481	000003C2	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	482	000003C4	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	483	000003C6	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	484	000003C8	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	485	000003CA	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	486	000003CC	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	487	000003CE	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	488	000003D0	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	489	000003D2	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	490	000003D4	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	491	000003D6	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	492	000003D8	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	493	000003DA	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	494	000003DC	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	495	000003DE	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	496	000003E0	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	497	000003E2	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	498	000003E4	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	499	000003E6	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	500	000003E8	2	0000	0	fame id 1..500 raw u16 value
Fame.dat	fame_u16_slot	501	000003EA	2	0000	0	outside sub_409CE0/sub_409DD0 id loop
Fame.dat	fame_u16_slot	502	000003EC	2	0000	0	outside sub_409CE0/sub_409DD0 id loop
Fame.dat	fame_u16_slot	503	000003EE	2	0000	0	outside sub_409CE0/sub_409DD0 id loop
Fame.dat	fame_u16_slot	504	000003F0	2	0000	0	outside sub_409CE0/sub_409DD0 id loop
Fame.dat	fame_u16_slot	505	000003F2	2	0000	0	outside sub_409CE0/sub_409DD0 id loop
Fame.dat	fame_u16_slot	506	000003F4	2	0000	0	outside sub_409CE0/sub_409DD0 id loop
Fame.dat	fame_u16_slot	507	000003F6	2	0000	0	outside sub_409CE0/sub_409DD0 id loop
Fame.dat	fame_u16_slot	508	000003F8	2	0000	0	outside sub_409CE0/sub_409DD0 id loop
Fame.dat	fame_u16_slot	509	000003FA	2	0000	0	outside sub_409CE0/sub_409DD0 id loop
Fame.dat	fame_u16_slot	510	000003FC	2	0000	0	outside sub_409CE0/sub_409DD0 id loop
Fame.dat	fame_u16_slot	511	000003FE	2	0000	0	outside sub_409CE0/sub_409DD0 id loop
Data/mcache.dat	cache_record	0	00000000	16	00000018 00389000 00000001 00000000	map_id=24;byte_size=3706880;use_counter=1;stored_slot=0	four u32 fields consumed and rewritten by sub_426840
Data/mcache.dat	cache_record	1	00000010	16	00000051 000AE400 00000000 00000001	map_id=81;byte_size=713728;use_counter=0;stored_slot=1	four u32 fields consumed and rewritten by sub_426840
Data/mcache.dat	cache_record	2	00000020	16	FFFFFFFF 00000000 00000002 00000002	map_id=-1;byte_size=0;use_counter=2;stored_slot=2	four u32 fields consumed and rewritten by sub_426840
Data/mcache.dat	cache_record	3	00000030	16	FFFFFFFF 00000000 00000002 00000003	map_id=-1;byte_size=0;use_counter=2;stored_slot=3	four u32 fields consumed and rewritten by sub_426840
Data/mcache.dat	cache_record	4	00000040	16	FFFFFFFF 00000000 00000002 00000004	map_id=-1;byte_size=0;use_counter=2;stored_slot=4	four u32 fields consumed and rewritten by sub_426840
Data/mcache.dat	cache_record	5	00000050	16	FFFFFFFF 00000000 00000002 00000005	map_id=-1;byte_size=0;use_counter=2;stored_slot=5	four u32 fields consumed and rewritten by sub_426840
Data/mcache.dat	cache_record	6	00000060	16	FFFFFFFF 00000000 00000002 00000006	map_id=-1;byte_size=0;use_counter=2;stored_slot=6	four u32 fields consumed and rewritten by sub_426840
Data/mcache.dat	cache_record	7	00000070	16	FFFFFFFF 00000000 00000002 00000007	map_id=-1;byte_size=0;use_counter=2;stored_slot=7	four u32 fields consumed and rewritten by sub_426840
Data/mcache.dat	cache_record	8	00000080	16	FFFFFFFF 00000000 00000002 00000008	map_id=-1;byte_size=0;use_counter=2;stored_slot=8	four u32 fields consumed and rewritten by sub_426840
Data/mcache.dat	cache_record	9	00000090	16	FFFFFFFF 00000000 00000002 00000009	map_id=-1;byte_size=0;use_counter=2;stored_slot=9	four u32 fields consumed and rewritten by sub_426840
Data/mcache.dat	cache_record	10	000000A0	16	FFFFFFFF 00000000 00000002 0000000A	map_id=-1;byte_size=0;use_counter=2;stored_slot=10	four u32 fields consumed and rewritten by sub_426840
Data/mcache.dat	cache_record	11	000000B0	16	FFFFFFFF 00000000 00000002 0000000B	map_id=-1;byte_size=0;use_counter=2;stored_slot=11	four u32 fields consumed and rewritten by sub_426840
Data/mcache.dat	cache_record	12	000000C0	16	FFFFFFFF 00000000 00000002 0000000C	map_id=-1;byte_size=0;use_counter=2;stored_slot=12	four u32 fields consumed and rewritten by sub_426840
Data/mcache.dat	cache_record	13	000000D0	16	FFFFFFFF 00000000 00000002 0000000D	map_id=-1;byte_size=0;use_counter=2;stored_slot=13	four u32 fields consumed and rewritten by sub_426840
Data/mcache.dat	cache_record	14	000000E0	16	FFFFFFFF 00000000 00000002 0000000E	map_id=-1;byte_size=0;use_counter=2;stored_slot=14	four u32 fields consumed and rewritten by sub_426840
Data/mcache.dat	cache_record	15	000000F0	16	FFFFFFFF 00000000 00000002 0000000F	map_id=-1;byte_size=0;use_counter=2;stored_slot=15	four u32 fields consumed and rewritten by sub_426840
Data/mcache.dat	cache_record	16	00000100	16	FFFFFFFF 00000000 00000002 00000010	map_id=-1;byte_size=0;use_counter=2;stored_slot=16	four u32 fields consumed and rewritten by sub_426840
Data/mcache.dat	cache_record	17	00000110	16	FFFFFFFF 00000000 00000002 00000011	map_id=-1;byte_size=0;use_counter=2;stored_slot=17	four u32 fields consumed and rewritten by sub_426840
Data/mcache.dat	cache_record	18	00000120	16	FFFFFFFF 00000000 00000002 00000012	map_id=-1;byte_size=0;use_counter=2;stored_slot=18	four u32 fields consumed and rewritten by sub_426840
Data/mcache.dat	cache_record	19	00000130	16	FFFFFFFF 00000000 00000002 00000013	map_id=-1;byte_size=0;use_counter=2;stored_slot=19	four u32 fields consumed and rewritten by sub_426840
Data/mcache.dat	cache_record	20	00000140	16	FFFFFFFF 00000000 00000002 00000014	map_id=-1;byte_size=0;use_counter=2;stored_slot=20	four u32 fields consumed and rewritten by sub_426840
Data/mcache.dat	cache_record	21	00000150	16	FFFFFFFF 00000000 00000002 00000015	map_id=-1;byte_size=0;use_counter=2;stored_slot=21	four u32 fields consumed and rewritten by sub_426840
Data/mcache.dat	cache_record	22	00000160	16	FFFFFFFF 00000000 00000002 00000016	map_id=-1;byte_size=0;use_counter=2;stored_slot=22	four u32 fields consumed and rewritten by sub_426840
Data/mcache.dat	cache_record	23	00000170	16	FFFFFFFF 00000000 00000002 00000017	map_id=-1;byte_size=0;use_counter=2;stored_slot=23	four u32 fields consumed and rewritten by sub_426840
swd3_dvd.dat	presence_marker	whole_file	00000000	384	21d50c950c93e82e9619eaef1e1d7d27ad20dc77266bde4565ffc0afe2e82351		sub_4118B0 tests path existence and never reads file contents
