role_offset_hex	access_width_bytes	access_kind	instruction_address	owner_function	base_register	register_role_delta_hex	proof_anchor	proof_note	assembly_instruction
18	4	read	00405DD1	00405500:sub_405500	EBP	+0x0	00405521	角色索引先乘 0xD8，再加 0x004BABA8；函数内没有后续 EBP 赋值	00405DD1                 mov     edx, [ebp+18h]
18	4	write	00405DE5	00405500:sub_405500	EBP	+0x0	00405521	角色索引先乘 0xD8，再加 0x004BABA8；函数内没有后续 EBP 赋值	00405DE5                 mov     [ebp+18h], edx
18	4	write	00405DF6	00405500:sub_405500	EBP	+0x0	00405521	角色索引先乘 0xD8，再加 0x004BABA8；函数内没有后续 EBP 赋值	00405DF6                 mov     [ebp+18h], eax
18	4	read	00405E9A	00405500:sub_405500	EBP	+0x0	00405521	角色索引先乘 0xD8，再加 0x004BABA8；函数内没有后续 EBP 赋值	00405E9A                 mov     eax, [ebp+18h]
18	4	write	00405EA5	00405500:sub_405500	EBP	+0x0	00405521	角色索引先乘 0xD8，再加 0x004BABA8；函数内没有后续 EBP 赋值	00405EA5                 mov     [ebp+18h], eax
18	4	write	00405EB2	00405500:sub_405500	EBP	+0x0	00405521	角色索引先乘 0xD8，再加 0x004BABA8；函数内没有后续 EBP 赋值	00405EB2                 mov     [ebp+18h], ecx
18	4	read	00405EBC	00405500:sub_405500	EBP	+0x0	00405521	角色索引先乘 0xD8，再加 0x004BABA8；函数内没有后续 EBP 赋值	00405EBC                 mov     ebx, [ebp+18h]
18	4	write	00405ED6	00405500:sub_405500	EBP	+0x0	00405521	角色索引先乘 0xD8，再加 0x004BABA8；函数内没有后续 EBP 赋值	00405ED6                 mov     [ebp+18h], ebx
18	4	read	00405F15	00405500:sub_405500	EBP	+0x0	00405521	角色索引先乘 0xD8，再加 0x004BABA8；函数内没有后续 EBP 赋值	00405F15                 mov     ebx, [ebp+18h]
18	4	write	00405F2F	00405500:sub_405500	EBP	+0x0	00405521	角色索引先乘 0xD8，再加 0x004BABA8；函数内没有后续 EBP 赋值	00405F2F                 mov     [ebp+18h], ebx
18	4	read	00405F84	00405500:sub_405500	EBP	+0x0	00405521	角色索引先乘 0xD8，再加 0x004BABA8；函数内没有后续 EBP 赋值	00405F84                 mov     eax, [ebp+18h]
18	4	write	00405F8A	00405500:sub_405500	EBP	+0x0	00405521	角色索引先乘 0xD8，再加 0x004BABA8；函数内没有后续 EBP 赋值	00405F8A                 mov     [ebp+18h], eax
18	4	read	00405FA3	00405500:sub_405500	EBP	+0x0	00405521	角色索引先乘 0xD8，再加 0x004BABA8；函数内没有后续 EBP 赋值	00405FA3                 mov     eax, [ebp+18h]
18	4	write	00405FAE	00405500:sub_405500	EBP	+0x0	00405521	角色索引先乘 0xD8，再加 0x004BABA8；函数内没有后续 EBP 赋值	00405FAE                 mov     [ebp+18h], eax
18	4	read	004060A4	00405500:sub_405500	EBP	+0x0	00405521	角色索引先乘 0xD8，再加 0x004BABA8；函数内没有后续 EBP 赋值	004060A4                 mov     ecx, [ebp+18h]
18	4	write	004060C3	00405500:sub_405500	EBP	+0x0	00405521	角色索引先乘 0xD8，再加 0x004BABA8；函数内没有后续 EBP 赋值	004060C3                 mov     [ebp+18h], ecx
18	4	read	0040613F	00405500:sub_405500	EBP	+0x0	00405521	角色索引先乘 0xD8，再加 0x004BABA8；函数内没有后续 EBP 赋值	0040613F                 mov     ebx, [ebp+18h]
18	4	write	00406150	00405500:sub_405500	EBP	+0x0	00405521	角色索引先乘 0xD8，再加 0x004BABA8；函数内没有后续 EBP 赋值	00406150                 mov     [ebp+18h], ebx
18	4	read	004061A3	00405500:sub_405500	EBP	+0x0	00405521	角色索引先乘 0xD8，再加 0x004BABA8；函数内没有后续 EBP 赋值	004061A3                 mov     eax, [ebp+18h]
18	4	write	004061AD	00405500:sub_405500	EBP	+0x0	00405521	角色索引先乘 0xD8，再加 0x004BABA8；函数内没有后续 EBP 赋值	004061AD                 mov     [ebp+18h], eax
18	4	read	004061D1	00405500:sub_405500	EBP	+0x0	00405521	角色索引先乘 0xD8，再加 0x004BABA8；函数内没有后续 EBP 赋值	004061D1                 mov     eax, [ebp+18h]
18	4	write	004061DB	00405500:sub_405500	EBP	+0x0	00405521	角色索引先乘 0xD8，再加 0x004BABA8；函数内没有后续 EBP 赋值	004061DB                 mov     [ebp+18h], eax
18	4	read	0040622C	00405500:sub_405500	EBP	+0x0	00405521	角色索引先乘 0xD8，再加 0x004BABA8；函数内没有后续 EBP 赋值	0040622C                 mov     ebx, [ebp+18h]
18	4	write	0040623E	00405500:sub_405500	EBP	+0x0	00405521	角色索引先乘 0xD8，再加 0x004BABA8；函数内没有后续 EBP 赋值	0040623E                 mov     [ebp+18h], ebx
1C	2	read	0040546B	00405430:sub_405430	ESI	+0x10	00405445	ESI 从第二条角色记录 +0x10 开始并按 0xD8 遍历；字段偏移需加上该基址偏移	0040546B                 cmp     word ptr [esi+0Ch], 0
1C	2	write	00405EAD	00405500:sub_405500	EBP	+0x0	00405521	角色索引先乘 0xD8，再加 0x004BABA8；函数内没有后续 EBP 赋值	00405EAD                 mov     [ebp+1Ch], cx
1E	2	write	0040D766	0040D610:sub_40D610	ESI	+0x0	0040D626	角色索引乘 0xD8 后由 0x004BABA8 形成精确角色基址，ESI 保持到函数尾	0040D766                 mov     word ptr [esi+1Eh], 0
1E	2	read	00412451	004120B0:sub_4120B0	ESI	+0x0	004121D4	事件角色编号乘 0xD8 后由 0x004BABA8 形成精确角色基址	00412451                 mov     cx, [esi+1Eh]
1E	2	read	00427373	00427300:sub_427300	EDI	+0x1e	00427366	EDI 从第二条角色记录 +0x1E 开始并按 0xD8 遍历；字段偏移需减去该基址偏移	00427373                 cmp     word ptr [edi], 0
1E	2	read	00427604	00427300:sub_427300	EDI	+0x0	004274D2	候选角色索引乘 0xD8 后由 0x004BABA8 形成精确角色基址；到返回或 0x00427682 改写前为止	00427604                 mov     dx, [edi+1Eh]
1E	2	read	00427660	00427300:sub_427300	EDI	+0x0	004274D2	候选角色索引乘 0xD8 后由 0x004BABA8 形成精确角色基址；到返回或 0x00427682 改写前为止	00427660                 mov     cx, [edi+1Eh]
20	2	read	00412447	004120B0:sub_4120B0	ESI	+0x0	004121D4	事件角色编号乘 0xD8 后由 0x004BABA8 形成精确角色基址	00412447                 mov     ax, [esi+20h]
20	2	read	004275F9	00427300:sub_427300	EDI	+0x0	004274D2	候选角色索引乘 0xD8 后由 0x004BABA8 形成精确角色基址；到返回或 0x00427682 改写前为止	004275F9                 mov     cx, [edi+20h]
22	2	write	00405572	00405500:sub_405500	EBP	+0x0	00405521	角色索引先乘 0xD8，再加 0x004BABA8；函数内没有后续 EBP 赋值	00405572                 mov     [ebp+22h], cx
22	2	read	00405F6E	00405500:sub_405500	EBP	+0x0	00405521	角色索引先乘 0xD8，再加 0x004BABA8；函数内没有后续 EBP 赋值	00405F6E                 mov     ax, [ebp+22h]
22	2	write	00405F79	00405500:sub_405500	EBP	+0x0	00405521	角色索引先乘 0xD8，再加 0x004BABA8；函数内没有后续 EBP 赋值	00405F79                 mov     [ebp+22h], ax
22	2	read	00405F93	00405500:sub_405500	EBP	+0x0	00405521	角色索引先乘 0xD8，再加 0x004BABA8；函数内没有后续 EBP 赋值	00405F93                 mov     ax, [ebp+22h]
22	2	write	00405F9D	00405500:sub_405500	EBP	+0x0	00405521	角色索引先乘 0xD8，再加 0x004BABA8；函数内没有后续 EBP 赋值	00405F9D                 mov     [ebp+22h], ax
24	2	read	004037FC	00402F80:sub_402F80	EDI	+0x0	004037BF	从已保存的受控角色指针 var_B4 恢复精确角色基址	004037FC                 mov     ax, [edi+24h]
24	2	read	004054A3	00405430:sub_405430	ESI	+0x10	00405445	ESI 从第二条角色记录 +0x10 开始并按 0xD8 遍历；字段偏移需加上该基址偏移	004054A3                 mov     ax, [esi+14h]
24	2	read	00405637	00405500:sub_405500	EBP	+0x0	00405521	角色索引先乘 0xD8，再加 0x004BABA8；函数内没有后续 EBP 赋值	00405637                 mov     dx, [ebp+24h]
24	2	read	00405EF5	00405500:sub_405500	EBP	+0x0	00405521	角色索引先乘 0xD8，再加 0x004BABA8；函数内没有后续 EBP 赋值	00405EF5                 mov     dx, [ebp+24h]
24	2	read	00405F4E	00405500:sub_405500	EBP	+0x0	00405521	角色索引先乘 0xD8，再加 0x004BABA8；函数内没有后续 EBP 赋值	00405F4E                 mov     cx, [ebp+24h]
24	2	read	00405FD1	00405500:sub_405500	EBP	+0x0	00405521	角色索引先乘 0xD8，再加 0x004BABA8；函数内没有后续 EBP 赋值	00405FD1                 mov     dx, [ebp+24h]
24	2	read	00406082	00405500:sub_405500	EBP	+0x0	00405521	角色索引先乘 0xD8，再加 0x004BABA8；函数内没有后续 EBP 赋值	00406082                 mov     cx, [ebp+24h]
24	2	read	004060AC	00405500:sub_405500	EBP	+0x0	00405521	角色索引先乘 0xD8，再加 0x004BABA8；函数内没有后续 EBP 赋值	004060AC                 mov     ax, [ebp+24h]
24	2	read	0040616F	00405500:sub_405500	EBP	+0x0	00405521	角色索引先乘 0xD8，再加 0x004BABA8；函数内没有后续 EBP 赋值	0040616F                 mov     dx, [ebp+24h]
24	2	read	0040D6E6	0040D610:sub_40D610	ESI	+0x0	0040D626	角色索引乘 0xD8 后由 0x004BABA8 形成精确角色基址，ESI 保持到函数尾	0040D6E6                 mov     cx, [esi+24h]
24	2	read	0040D6FF	0040D610:sub_40D610	ESI	+0x0	0040D626	角色索引乘 0xD8 后由 0x004BABA8 形成精确角色基址，ESI 保持到函数尾	0040D6FF                 mov     dx, [esi+24h]
24	2	read	0040F2A9	0040F280:sub_40F280	ESI	+0x0	0040F281	函数参数直接装入 ESI；调用者传入角色记录，且 ESI 在函数内保持不变	0040F2A9                 mov     ax, [esi+24h]
24	2	read	004121E4	004120B0:sub_4120B0	ESI	+0x0	004121D4	事件角色编号乘 0xD8 后由 0x004BABA8 形成精确角色基址	004121E4                 mov     di, [esi+24h]
24	2	read	00412344	004120B0:sub_4120B0	ESI	+0x0	004121D4	事件角色编号乘 0xD8 后由 0x004BABA8 形成精确角色基址	00412344                 cmp     word ptr [esi+24h], 1
24	2	read	0041245C	004120B0:sub_4120B0	ESI	+0x0	004121D4	事件角色编号乘 0xD8 后由 0x004BABA8 形成精确角色基址	0041245C                 mov     dx, [esi+24h]
24	2	read	0041248F	004120B0:sub_4120B0	ESI	+0x0	004121D4	事件角色编号乘 0xD8 后由 0x004BABA8 形成精确角色基址	0041248F                 mov     cx, [esi+24h]
24	2	read	00412591	004120B0:sub_4120B0	ESI	+0x0	00412542	队友角色编号乘 0xD8 后由 0x004BABA8 形成精确角色基址	00412591                 mov     ax, [esi+24h]
24	2	read	00412630	004120B0:sub_4120B0	ESI	+0x0	00412542	队友角色编号乘 0xD8 后由 0x004BABA8 形成精确角色基址	00412630                 mov     dx, [esi+24h]
24	2	read	0041273C	004120B0:sub_4120B0	EBX	+0x0	0041246F	从 var_C 恢复 0x00412121 保存的主角色基址，后续无 EBX 改写	0041273C                 mov     cx, [ebx+24h]
24	2	read	00412867	004120B0:sub_4120B0	EBX	+0x0	0041246F	从 var_C 恢复 0x00412121 保存的主角色基址，后续无 EBX 改写	00412867                 mov     dx, [ebx+24h]
24	2	read	00427588	00427300:sub_427300	EDI	+0x0	004274D2	候选角色索引乘 0xD8 后由 0x004BABA8 形成精确角色基址；到返回或 0x00427682 改写前为止	00427588                 mov     ax, [edi+24h]
24	2	read	004275D9	00427300:sub_427300	ESI	+0x0	0042732D	主角色索引乘 0xD8 后由 0x004BABA8 形成精确角色基址，ESI 保持到函数尾	004275D9                 mov     dx, [esi+24h]
24	2	read	0042760F	00427300:sub_427300	EDI	+0x0	004274D2	候选角色索引乘 0xD8 后由 0x004BABA8 形成精确角色基址；到返回或 0x00427682 改写前为止	0042760F                 mov     ax, [edi+24h]
24	2	read	00427650	00427300:sub_427300	EDI	+0x0	004274D2	候选角色索引乘 0xD8 后由 0x004BABA8 形成精确角色基址；到返回或 0x00427682 改写前为止	00427650                 mov     ax, [edi+24h]
24	2	read	00427666	00427300:sub_427300	EDI	+0x0	004274D2	候选角色索引乘 0xD8 后由 0x004BABA8 形成精确角色基址；到返回或 0x00427682 改写前为止	00427666                 mov     dx, [edi+24h]
24	2	read	004277CC	00427300:sub_427300	ESI	+0x0	0042732D	主角色索引乘 0xD8 后由 0x004BABA8 形成精确角色基址，ESI 保持到函数尾	004277CC                 mov     ax, [esi+24h]
26	2	read	00405464	00405430:sub_405430	ESI	+0x10	00405445	ESI 从第二条角色记录 +0x10 开始并按 0xD8 遍历；字段偏移需加上该基址偏移	00405464                 cmp     word ptr [esi+16h], 1
26	2	read	00412203	004120B0:sub_4120B0	ESI	+0x0	004121D4	事件角色编号乘 0xD8 后由 0x004BABA8 形成精确角色基址	00412203                 cmp     word ptr [esi+26h], 1
26	2	read	00427379	00427300:sub_427300	EDI	+0x1e	00427366	EDI 从第二条角色记录 +0x1E 开始并按 0xD8 遍历；字段偏移需减去该基址偏移	00427379                 cmp     word ptr [edi+8], 0
26	2	read	00427509	00427300:sub_427300	EDI	+0x0	004274D2	候选角色索引乘 0xD8 后由 0x004BABA8 形成精确角色基址；到返回或 0x00427682 改写前为止	00427509                 cmp     [edi+26h], bp
34	4	write	00405E97	00405500:sub_405500	EBP	+0x0	00405521	角色索引先乘 0xD8，再加 0x004BABA8；函数内没有后续 EBP 赋值	00405E97                 mov     [ebp+34h], eax
34	4	write	004061FE	00405500:sub_405500	EBP	+0x0	00405521	角色索引先乘 0xD8，再加 0x004BABA8；函数内没有后续 EBP 赋值	004061FE                 mov     [ebp+34h], eax
34	4	write	0040620C	00405500:sub_405500	EBP	+0x0	00405521	角色索引先乘 0xD8，再加 0x004BABA8；函数内没有后续 EBP 赋值	0040620C                 mov     [ebp+34h], eax
34	4	write	00406211	00405500:sub_405500	EBP	+0x0	00405521	角色索引先乘 0xD8，再加 0x004BABA8；函数内没有后续 EBP 赋值	00406211                 mov     [ebp+34h], ecx
38	4	read	00405E7E	00405500:sub_405500	EBP	+0x0	00405521	角色索引先乘 0xD8，再加 0x004BABA8；函数内没有后续 EBP 赋值	00405E7E                 mov     eax, [ebp+38h]
38	4	write	00405E94	00405500:sub_405500	EBP	+0x0	00405521	角色索引先乘 0xD8，再加 0x004BABA8；函数内没有后续 EBP 赋值	00405E94                 mov     [ebp+38h], eax
38	4	read	004061E5	00405500:sub_405500	EBP	+0x0	00405521	角色索引先乘 0xD8，再加 0x004BABA8；函数内没有后续 EBP 赋值	004061E5                 mov     eax, [ebp+38h]
38	4	write	004061FB	00405500:sub_405500	EBP	+0x0	00405521	角色索引先乘 0xD8，再加 0x004BABA8；函数内没有后续 EBP 赋值	004061FB                 mov     [ebp+38h], eax
38	4	write	0040625D	00405500:sub_405500	EBP	+0x0	00405521	角色索引先乘 0xD8，再加 0x004BABA8；函数内没有后续 EBP 赋值	0040625D                 mov     [ebp+38h], edx
38	4	read	00406275	00405500:sub_405500	EBP	+0x0	00405521	角色索引先乘 0xD8，再加 0x004BABA8；函数内没有后续 EBP 赋值	00406275                 mov     edi, [ebp+38h]
