audit_order	address	navigation_name	entry_family	candidate_confidence_navigation	direct_callers_navigation	direct_callees_navigation	prior_review_navigation	closure_status	closure_evidence	closure_rule
71	0x0045AA00	sub_45AA00	setup_frame_input_and_resolution	medium	0x00456680:1;0x004576A0:1	0x0045B0E0:2;0x0045B190:2;0x0045B5A0:2;0x0045EFB0:2;0x004750C0:1;0x00475870:1;0x00477710:1;0x00478330:1;0x00479850:2;0x0047C660:2;0x0047CE80:1;0x0047F340:1;0x0047F910:1;0x00480AD0:1	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/battle-final-actor-step-0045aa00.md	ownership and call-graph fields are navigation only; close from full LST body and external chunks
72	0x0045ADF0	sub_45ADF0	setup_frame_input_and_resolution	medium	0x00456680:1	0x00478330:1;0x004786E0:1;0x00478710:1;0x00478850:2;0x00478A70:1;0x00478AE0:2;0x00478B20:2;0x0047CE80:1	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/battle-post-action-0045adf0.md	ownership and call-graph fields are navigation only; close from full LST body and external chunks
73	0x0045AF90	sub_45AF90	setup_frame_input_and_resolution	medium	0x004539B0:4;0x00455D60:1;0x004582B0:1;0x00458DE0:1;0x004731A0:1;0x004745B0:1;0x004758A0:1	0x00416F10:2;0x00416F60:2;0x004170E0:1;0x00420560:1;0x00420600:1;0x004206F0:1;0x00485330:1	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/battle-frame-refresh-0045af90.md	ownership and call-graph fields are navigation only; close from full LST body and external chunks
74	0x0045B0E0	sub_45B0E0	setup_frame_input_and_resolution	medium	0x00451B10:1;0x00453200:1;0x004539B0:1;0x00455D60:2;0x0045AA00:2;0x00462740:1;0x00469D20:6	0x004783B0:2	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/battle-actor-metrics-0045b0e0.md	ownership and call-graph fields are navigation only; close from full LST body and external chunks
75	0x0045B190	sub_45B190	setup_frame_input_and_resolution	medium	0x00451B10:1;0x004527E0:2;0x00453200:1;0x004539B0:1;0x00455D60:2;0x0045AA00:2;0x0045B280:1;0x00469D20:1		mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/battle-actor-order-0045b190.md	ownership and call-graph fields are navigation only; close from full LST body and external chunks
76	0x0045B280	sub_45B280	setup_frame_input_and_resolution	medium	0x00453200:1	0x0045B190:1;0x004786E0:2	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/battle-actor-priority-0045b280.md	ownership and call-graph fields are navigation only; close from full LST body and external chunks
77	0x0045B5A0	sub_45B5A0	setup_frame_input_and_resolution	medium	0x00451B10:1;0x00455D60:2;0x0045AA00:2;0x00469D20:1		mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/battle-group-b-order-0045b5a0.md	ownership and call-graph fields are navigation only; close from full LST body and external chunks
78	0x0045B5E0	sub_45B5E0	setup_frame_input_and_resolution	medium	0x004527E0:2;0x00453200:1	0x00456680:1;0x004576A0:1	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/battle-actor-frame-sequence-0045b5e0.md	ownership and call-graph fields are navigation only; close from full LST body and external chunks
79	0x0045B630	sub_45B630	setup_frame_input_and_resolution	medium	0x00469D20:3	0x00431960:1;0x00433010:1;0x00433D70:1;0x00451730:1;0x00451AE0:1;0x004776A0:1;0x00485710:1;0x00485740:1;0x004885A0:1	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/battle-global-reset-0045b630.md	ownership and call-graph fields are navigation only; close from full LST body and external chunks
80	0x0045BD10	sub_45BD10	setup_frame_input_and_resolution	medium	0x0045E580:2	0x00420560:1;0x00420600:1;0x004206F0:1	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/battle-full-frame-darkening-0045bd10.md	ownership and call-graph fields are navigation only; close from full LST body and external chunks
81	0x0045BD90	sub_45BD90	setup_frame_input_and_resolution	medium	0x004582B0:1;0x00458DE0:2	0x004785C0:4;0x00478600:4	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/battle-effect-actor-shift-0045bd90.md	ownership and call-graph fields are navigation only; close from full LST body and external chunks
82	0x0045C010	sub_45C010	setup_frame_input_and_resolution	medium	0x00453200:1	0x004582B0:8;0x00458DE0:5;0x0045D690:3;0x0046F6E0:4;0x00472C70:4;0x004786E0:8;0x004787D0:4;0x0047CE80:5;0x0047CEC0:4;0x0047D640:4;0x0047F150:17;0x0047F920:2	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/battle-effect-coordinator-0045c010.md	ownership and call-graph fields are navigation only; close from full LST body and external chunks
83	0x0045D180	sub_45D180	setup_frame_input_and_resolution	medium	0x004539B0:2;0x004576A0:2;0x0045E9C0:2;0x00462740:3;0x00466F70:1;0x00467710:2;0x00469D20:1	0x00476DB0:1;0x00487C10:1	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/battle-player-item-quantity-0045d180.md	ownership and call-graph fields are navigation only; close from full LST body and external chunks
84	0x0045D250	sub_45D250	setup_frame_input_and_resolution	medium	0x00451B10:1		mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/battle-player-item-order-0045d250.md	ownership and call-graph fields are navigation only; close from full LST body and external chunks
85	0x0045D2A0	sub_45D2A0	setup_frame_input_and_resolution	medium	0x00451B10:1		mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/battle-party-item-order-0045d2a0.md	ownership and call-graph fields are navigation only; close from full LST body and external chunks
86	0x0045D2F0	sub_45D2F0	setup_frame_input_and_resolution	medium	0x00453200:1	0x00420490:1;0x00489654:3	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/battle-color-accumulation-0045d2f0.md	ownership and call-graph fields are navigation only; close from full LST body and external chunks
87	0x0045D3E0	sub_45D3E0	setup_frame_input_and_resolution	medium	0x00453200:1;0x004582B0:1;0x00458DE0:1;0x0046F8C0:1;0x00473010:1;0x004745B0:1;0x004758A0:1	0x00489654:3	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/battle-color-initialization-0045d3e0.md	ownership and call-graph fields are navigation only; close from full LST body and external chunks
88	0x0045D490	sub_45D490	setup_frame_input_and_resolution	medium	0x00453200:1	0x00478330:3;0x0047CE80:2;0x0047D7D0:1;0x00481FC0:1	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/battle-pre-frame-0045d490.md	ownership and call-graph fields are navigation only; close from full LST body and external chunks
89	0x0045D690	sub_45D690	setup_frame_input_and_resolution	medium	0x004539B0:2;0x00455D60:1;0x0045C010:3	0x004787D0:5;0x0047CEC0:5;0x0047D640:5;0x0047F150:3;0x00482E90:1;0x00483870:1;0x004838A0:1	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/battle-pair-transition-0045d690.md	ownership and call-graph fields are navigation only; close from full LST body and external chunks
90	0x0045D810	sub_45D810	setup_frame_input_and_resolution	medium	0x004582B0:2;0x00458DE0:1	0x00434350:1	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/battle-animation-collision-0045d810.md	ownership and call-graph fields are navigation only; close from full LST body and external chunks
91	0x0045D8F0	sub_45D8F0	setup_frame_input_and_resolution	medium	0x00453200:1	0x004372D0:19;0x004698E0:2;0x004785A0:4;0x004786E0:1;0x00478850:2;0x00478AE0:1;0x0047CE80:1;0x0047D950:1;0x0047DA10:1;0x0047F150:4;0x00482DA0:1;0x004856C0:1;0x00485710:2	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/battle-debug-hotkeys-0045d8f0.md	ownership and call-graph fields are navigation only; close from full LST body and external chunks
92	0x0045DEE0	sub_45DEE0	setup_frame_input_and_resolution	medium	0x00453200:1	0x00435660:2;0x00435670:2;0x00436AD0:18;0x00478340:1;0x00478600:1;0x004786B0:2;0x004786D0:2;0x00480AD0:1;0x00484500:1	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/battle-debug-overlay-0045dee0.md	ownership and call-graph fields are navigation only; close from full LST body and external chunks
93	0x0045E580	sub_45E580	setup_frame_input_and_resolution	medium	0x00453200:1	0x0045BD10:2;0x0045E9C0:2;0x00485710:1	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/battle-outcome-resolution-0045e580.md	ownership and call-graph fields are navigation only; close from full LST body and external chunks
94	0x0045E660	sub_45E660	setup_frame_input_and_resolution	medium	0x00453200:1	0x00450A80:6	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/battle-context-prompt-0045e660.md	ownership and call-graph fields are navigation only; close from full LST body and external chunks
95	0x0045E7D0	sub_45E7D0	setup_frame_input_and_resolution	medium	0x00453200:1	0x00437DF0:2	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/battle-vertical-shift-0045e7d0.md	ownership and call-graph fields are navigation only; close from full LST body and external chunks
96	0x0045E9C0	sub_45E9C0	setup_frame_input_and_resolution	medium	0x0045E580:2	0x0045D180:2	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/battle-outcome-finalization-0045e9c0.md	ownership and call-graph fields are navigation only; close from full LST body and external chunks
97	0x0045EA30	sub_45EA30	setup_frame_input_and_resolution	confirmed_boundary	0x004251B0:1	0x00433D70:1;0x00475180:1;0x00476A60:1	manual_reviewed_current_assembly	platform_adapted	evidence/battle-runtime-shutdown-0045ea30.md	ownership and call-graph fields are navigation only; close from full LST body and external chunks
98	0x0045EA80	sub_45EA80	setup_frame_input_and_resolution	medium	0x004539B0:1	0x004698E0:1;0x004728D0:1;0x0047D8A0:1;0x00485610:1	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/battle-retreat-commit-0045ea80.md	ownership and call-graph fields are navigation only; close from full LST body and external chunks
99	0x0045EB40	sub_45EB40	setup_frame_input_and_resolution	medium	0x00453200:1	0x0045A980:2;0x0045EFB0:1;0x0047CF20:2;0x0047E5C0:2	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/battle-pending-action-commit-0045eb40.md	ownership and call-graph fields are navigation only; close from full LST body and external chunks
100	0x0045EC60	sub_45EC60	setup_frame_input_and_resolution	medium	0x00462740:3		mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/battle-reward-item-slot-0045ec60.md	ownership and call-graph fields are navigation only; close from full LST body and external chunks
101	0x0045EC80	sub_45EC80	setup_frame_input_and_resolution	medium	0x00453200:1	0x0047E580:2	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/battle-frame-completion-0045ec80.md	ownership and call-graph fields are navigation only; close from full LST body and external chunks
102	0x0045EDF0	sub_45EDF0	setup_frame_input_and_resolution	medium	0x004527E0:1;0x004539B0:1;0x004576A0:1		mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/battle-attack-order-entry-0045edf0.md	ownership and call-graph fields are navigation only; close from full LST body and external chunks
103	0x0045EE70	sub_45EE70	setup_frame_input_and_resolution	medium	0x00456680:1;0x00469D20:7		mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/battle-attack-order-insert-0045ee70.md	ownership and call-graph fields are navigation only; close from full LST body and external chunks
104	0x0045EFB0	sub_45EFB0	setup_frame_input_and_resolution	medium	0x004539B0:4;0x00455D60:2;0x0045AA00:2;0x0045EB40:1		mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/battle-attack-order-remove-0045efb0.md	ownership and call-graph fields are navigation only; close from full LST body and external chunks
105	0x0045F020	sub_45F020	setup_frame_input_and_resolution	medium	0x00453200:1	0x0047F920:1	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/battle-attack-order-dequeue-0045f020.md	ownership and call-graph fields are navigation only; close from full LST body and external chunks
106	0x0045F0F0	sub_45F0F0	setup_frame_input_and_resolution	medium	0x004518F0:1		mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/battle-render-geometry-binding-object-initialization-0045f0f0.md	ownership and call-graph fields are navigation only; close from full LST body and external chunks
107	0x0045F130	sub_45F130	setup_frame_input_and_resolution	medium	0x00451B10:1		mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/battle-definition-archive-header-load-0045f130.md	ownership and call-graph fields are navigation only; close from full LST body and external chunks
108	0x0045F1B0	sub_45F1B0	setup_frame_input_and_resolution	medium	0x00451B10:1		mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/battle-definition-archive-record-load-0045f1b0.md	ownership and call-graph fields are navigation only; close from full LST body and external chunks
109	0x0045F2A0	sub_45F2A0	setup_frame_input_and_resolution	medium	0x00453200:1	0x0040DB40:2;0x0040DBC0:1;0x004372D0:8;0x00460C40:3;0x00461240:3;0x00461900:2;0x00461A30:2;0x00461C10:1;0x004620D0:10;0x00462320:3;0x004623A0:2;0x00462420:1;0x00462510:1;0x00462630:1;0x00464E90:7;0x004698E0:1;0x004728D0:1;0x00478330:1;0x0047F920:1;0x00485610:1	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/battle-input-dispatch-0045f2a0.md	ownership and call-graph fields are navigation only; close from full LST body and external chunks
110	0x0045FC60	sub_45FC60	setup_frame_input_and_resolution	medium	0x00453200:1	0x0040DB60:1;0x00433AA0:3;0x004768D0:1;0x004784A0:3;0x00478620:3;0x0047C660:6;0x0047CE70:3;0x0047CE80:1;0x0047D930:3;0x00482FC0:1;0x00485610:6	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/battle-frame-input-resolution-0045fc60.md	ownership and call-graph fields are navigation only; close from full LST body and external chunks
111	0x00460C40	sub_460C40	script_dispatch_ai_and_targeting	medium	0x0045F2A0:3	0x004784A0:3;0x0047C660:4;0x0047CE80:2;0x0047D930:2;0x00485610:7	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/battle-menu-selection-retreat-00460c40.md	ownership and call-graph fields are navigation only; close from full LST body and external chunks
112	0x00461240	sub_461240	script_dispatch_ai_and_targeting	medium	0x0045F2A0:3	0x004784A0:3;0x0047C660:4;0x0047CE80:2;0x0047D930:2;0x00485610:8	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/battle-menu-selection-advance-00461240.md	ownership and call-graph fields are navigation only; close from full LST body and external chunks
113	0x00461900	sub_461900	script_dispatch_ai_and_targeting	medium	0x0045F2A0:2	0x00485610:3	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/battle-menu-page-retreat-00461900.md	ownership and call-graph fields are navigation only; close from full LST body and external chunks
114	0x00461A30	sub_461A30	script_dispatch_ai_and_targeting	medium	0x0045F2A0:2	0x00485610:3	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/battle-menu-page-advance-00461a30.md	ownership and call-graph fields are navigation only; close from full LST body and external chunks
115	0x00461C10	sub_461C10	script_dispatch_ai_and_targeting	medium	0x0045F2A0:1	0x004750C0:4;0x0047C660:3	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/battle-menu-input-finalize-00461c10.md	ownership and call-graph fields are navigation only; close from full LST body and external chunks
116	0x004620D0	sub_4620D0	script_dispatch_ai_and_targeting	medium	0x0045F2A0:10;0x00466F70:3	0x00462740:1;0x00464E90:1;0x00476780:1;0x00476860:1;0x00478600:1;0x0047F920:1;0x00485610:1	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/battle-target-selection-entry-004620d0.md	ownership and call-graph fields are navigation only; close from full LST body and external chunks
117	0x00462320	sub_462320	script_dispatch_ai_and_targeting	medium	0x0045F2A0:3	0x00462420:4;0x00464DD0:4	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/battle-actor-action-cycle-00462320.md	ownership and call-graph fields are navigation only; close from full LST body and external chunks
118	0x004623A0	sub_4623A0	script_dispatch_ai_and_targeting	medium	0x0045F2A0:2	0x00462420:4;0x00464E40:4	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/battle-actor-action-reverse-cycle-004623a0.md	ownership and call-graph fields are navigation only; close from full LST body and external chunks
119	0x00462420	sub_462420	script_dispatch_ai_and_targeting	medium	0x0045F2A0:1;0x00462320:4;0x004623A0:4	0x0047F920:1	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/battle-actor-action-commit-00462420.md	ownership and call-graph fields are navigation only; close from full LST body and external chunks
120	0x004624C0	sub_4624C0	script_dispatch_ai_and_targeting	medium	0x00464DD0:2;0x00464E40:1	0x0047F920:1	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/battle-actor-action-candidate-availability-004624c0.md	ownership and call-graph fields are navigation only; close from full LST body and external chunks
121	0x00462510	sub_462510	script_dispatch_ai_and_targeting	medium	0x0045F2A0:1	0x00485610:4	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/battle-menu-context-advance-00462510.md	ownership and call-graph fields are navigation only; close from full LST body and external chunks
122	0x00462630	sub_462630	script_dispatch_ai_and_targeting	medium	0x0045F2A0:1	0x00485610:4	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/battle-menu-context-retreat-00462630.md	ownership and call-graph fields are navigation only; close from full LST body and external chunks
123	0x00462740	sub_462740	script_dispatch_ai_and_targeting	medium	0x004620D0:1	0x00437430:5;0x0045B0E0:1;0x0045D180:3;0x0045EC60:3;0x00464DA0:14;0x00465090:5;0x00465170:2;0x004698E0:2;0x00470380:1;0x004705C0:2;0x004708C0:1;0x00470AC0:3;0x00470E20:3;0x004717D0:1;0x004717E0:1;0x00478330:8;0x004784A0:2;0x0047C660:6;0x0047CE80:3;0x0047D7D0:2;0x0047D880:4;0x0047D8B0:4;0x0047D8D0:4;0x00481FC0:1;0x00482030:1;0x00485610:10	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/battle-target-selection-refresh-00462740.md	ownership and call-graph fields are navigation only; close from full LST body and external chunks
124	0x00464270	sub_464270	script_dispatch_ai_and_targeting	medium	0x00453200:1	0x00435650:1;0x00435660:1;0x00435670:1;0x00436AD0:1;0x00437430:1;0x004509D0:3;0x00450C50:3;0x004512B0:1;0x00464CC0:1;0x004651D0:1;0x00465480:1;0x004655B0:1;0x004659C0:1;0x00465E50:1;0x00466190:1;0x00466500:1;0x004667B0:1;0x00466950:1;0x00466C00:1;0x004750C0:1;0x004768D0:1;0x00478400:3;0x004784A0:4;0x0047C660:5;0x0047CE80:3;0x0047CEA0:1;0x0047F920:2;0x00483820:1	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/battle-selection-frame-00464270.md	ownership and call-graph fields are navigation only; close from full LST body and external chunks
125	0x00464CC0	sub_464CC0	script_dispatch_ai_and_targeting	medium	0x00456680:1;0x00464270:1	0x00439070:1;0x00478330:1;0x0047CE80:2	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/battle-actor-target-preparation-00464cc0.md	ownership and call-graph fields are navigation only; close from full LST body and external chunks
126	0x00464DA0	sub_464DA0	script_dispatch_ai_and_targeting	medium	0x00462740:14		mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/battle-input-record-priming-00464da0.md	ownership and call-graph fields are navigation only; close from full LST body and external chunks
127	0x00464DD0	sub_464DD0	script_dispatch_ai_and_targeting	medium	0x00462320:4	0x004624C0:2	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/battle-available-actor-cycle-00464dd0.md	ownership and call-graph fields are navigation only; close from full LST body and external chunks
128	0x00464E40	sub_464E40	script_dispatch_ai_and_targeting	medium	0x004623A0:4	0x004624C0:1	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/battle-available-actor-reverse-cycle-00464e40.md	ownership and call-graph fields are navigation only; close from full LST body and external chunks
129	0x00464E90	sub_464E90	script_dispatch_ai_and_targeting	medium	0x0045F2A0:7;0x004620D0:1;0x004651D0:1	0x00481FB0:1;0x00481FC0:1;0x00482E80:1	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/battle-action-mode-refresh-00464e90.md	ownership and call-graph fields are navigation only; close from full LST body and external chunks
130	0x00465090	sub_465090	script_dispatch_ai_and_targeting	medium	0x00462740:5	0x0047C660:1;0x0047CE80:2	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/battle-group-b-target-cycle-00465090.md	ownership and call-graph fields are navigation only; close from full LST body and external chunks
131	0x00465170	sub_465170	script_dispatch_ai_and_targeting	medium	0x00462740:2		mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/battle-group-a-target-cycle-00465170.md	ownership and call-graph fields are navigation only; close from full LST body and external chunks
132	0x004651D0	sub_4651D0	script_dispatch_ai_and_targeting	medium	0x00464270:1	0x00435660:6;0x00435670:1;0x00436AD0:4;0x00464E90:1;0x00481FC0:1;0x00482FC0:1	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/battle-action-summary-004651d0.md	ownership and call-graph fields are navigation only; close from full LST body and external chunks
133	0x00465480	sub_465480	script_dispatch_ai_and_targeting	medium	0x00464270:1	0x0042E850:1;0x004321E0:1;0x00435660:2;0x0043B110:1;0x00450A80:2	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/battle-list-frame-00465480.md	ownership and call-graph fields are navigation only; close from full LST body and external chunks
134	0x004655B0	sub_4655B0	script_dispatch_ai_and_targeting	medium	0x00464270:1	0x00435650:1;0x00435660:3;0x00435670:1;0x00436AD0:4;0x0043B110:2;0x0043B9E0:1;0x004504E0:1;0x0046FFE0:2;0x00470180:1;0x004702E0:1;0x00483870:1;0x004838A0:1	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/battle-list-contents-004655b0.md	ownership and call-graph fields are navigation only; close from full LST body and external chunks
135	0x004659C0	sub_4659C0	script_dispatch_ai_and_targeting	medium	0x00464270:1	0x0042E850:1;0x004321E0:1;0x00435650:1;0x00435660:6;0x00435670:1;0x00436AD0:5;0x0043B110:3;0x0043B9E0:1;0x00450A80:2;0x00470900:2;0x00470910:1;0x00470A10:1	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/battle-grid-frame-004659c0.md	ownership and call-graph fields are navigation only; close from full LST body and external chunks
136	0x00465E50	sub_465E50	script_dispatch_ai_and_targeting	medium	0x00464270:1	0x0042E850:2;0x004321E0:1;0x00435650:1;0x00435660:4;0x00435670:1;0x00436AD0:4;0x0043B110:2;0x00470900:2;0x00470A10:1;0x00470F70:1	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/battle-alternate-grid-frame-00465e50.md	ownership and call-graph fields are navigation only; close from full LST body and external chunks
137	0x00466190	sub_466190	script_dispatch_ai_and_targeting	medium	0x00464270:1	0x0042E850:2;0x004321E0:1;0x00435650:1;0x00435660:4;0x00435670:1;0x00436AD0:3;0x0043B110:2;0x00470900:2;0x00470FE0:2;0x00471080:1	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/battle-mode-grid-frame-00466190.md	ownership and call-graph fields are navigation only; close from full LST body and external chunks
138	0x00466500	sub_466500	script_dispatch_ai_and_targeting	medium	0x00464270:1	0x0042E850:2;0x004321E0:1;0x00435650:1;0x00435660:3;0x00435670:1;0x00436AD0:3;0x0043B110:2;0x0046FFE0:2;0x00470180:1;0x004702E0:1	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/battle-narrow-grid-frame-00466500.md	ownership and call-graph fields are navigation only; close from full LST body and external chunks
139	0x004667B0	sub_4667B0	script_dispatch_ai_and_targeting	medium	0x00464270:1	0x0042E850:2;0x004321E0:1;0x00435650:2;0x00436AD0:3;0x0043B110:2;0x00480AD0:1	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/battle-guard-panel-frame-004667b0.md	ownership and call-graph fields are navigation only; close from full LST body and external chunks
140	0x00466950	sub_466950	script_dispatch_ai_and_targeting	medium	0x00464270:1	0x004239D0:2;0x0042E850:1;0x004321E0:1;0x00435650:2;0x00436AD0:2;0x0043B110:1;0x00450A50:2;0x00477800:1;0x00478340:1;0x0047F910:1;0x00480AD0:1;0x00484500:1	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/battle-selection-hint-frame-00466950.md	ownership and call-graph fields are navigation only; close from full LST body and external chunks
141	0x00466C00	sub_466C00	script_dispatch_ai_and_targeting	medium	0x00464270:1	0x00435660:9;0x00435670:1;0x00436AD0:9;0x0044FFE0:2;0x00476780:1;0x00476860:1	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/battle-control-panel-frame-00466c00.md	ownership and call-graph fields are navigation only; close from full LST body and external chunks
142	0x00466F70	sub_466F70	script_dispatch_ai_and_targeting	medium	0x00453200:1	0x0045D180:1;0x004620D0:3;0x00467710:1;0x00467AC0:1;0x00467C50:1;0x00467F00:1;0x00468930:1;0x00468AD0:1;0x00468C80:1;0x00468ED0:1;0x00468FF0:1;0x00469080:1;0x00469220:1;0x00469340:1;0x004694E0:1;0x00471D60:1;0x004750C0:1;0x00475160:1;0x00476600:1;0x00478710:1;0x00478850:1;0x00478A70:1;0x0047C660:2;0x0047CE80:6;0x0047E950:1;0x00482030:4;0x00485610:3	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/battle-message-phase-00466f70.md	ownership and call-graph fields are navigation only; close from full LST body and external chunks
143	0x00467710	sub_467710	script_dispatch_ai_and_targeting	medium	0x00466F70:1	0x0042E850:2;0x004321E0:1;0x00436AD0:4;0x0043B110:1;0x0045D180:2;0x00469620:1;0x0046F5B0:1;0x004762F0:1;0x0047CE80:1;0x0047E950:1;0x00482030:1;0x00485610:1;0x00485710:1;0x00485740:1	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/battle-victory-rewards-00467710.md	ownership and call-graph fields are navigation only; close from full LST body and external chunks
144	0x00467AC0	sub_467AC0	script_dispatch_ai_and_targeting	medium	0x00466F70:1	0x0042E850:2;0x004321E0:1;0x00436AD0:2;0x0043B110:1;0x00469620:1	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/battle-level-up-panel-00467ac0.md	ownership and call-graph fields are navigation only; close from full LST body and external chunks
145	0x00467C50	sub_467C50	script_dispatch_ai_and_targeting	medium	0x00466F70:1	0x00477290:1;0x00477400:2;0x00485610:1;0x00485720:1	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/battle-level-advancement-00467c50.md	ownership and call-graph fields are navigation only; close from full LST body and external chunks
146	0x00467F00	sub_467F00	script_dispatch_ai_and_targeting	medium	0x00466F70:1	0x0042E850:2;0x004321E0:1;0x00436AD0:22;0x0043B110:1;0x00469620:1;0x00485610:7	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/battle-level-growth-panel-00467f00.md	ownership and call-graph fields are navigation only; close from full LST body and external chunks
147	0x00468930	sub_468930	script_dispatch_ai_and_targeting	medium	0x00466F70:1	0x0042E850:1;0x004321E0:1;0x00436AD0:2;0x0043B110:1;0x00469620:1	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/battle-growth-caption-00468930.md	ownership and call-graph fields are navigation only; close from full LST body and external chunks
148	0x00468AD0	sub_468AD0	script_dispatch_ai_and_targeting	medium	0x00466F70:1	0x0042E850:1;0x004321E0:1;0x00436AD0:2;0x0043B110:1;0x00469620:1;0x00485610:1	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/battle-growth-completion-caption-00468ad0.md	ownership and call-graph fields are navigation only; close from full LST body and external chunks
149	0x00468C80	sub_468C80	script_dispatch_ai_and_targeting	medium	0x00466F70:1	0x0040DC50:1;0x00476DB0:3;0x00478220:2;0x0047CE80:1;0x00487C10:1	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/battle-growth-actor-selection-00468c80.md	ownership and call-graph fields are navigation only; close from full LST body and external chunks
150	0x00468ED0	sub_468ED0	script_dispatch_ai_and_targeting	medium	0x00466F70:1	0x0042E850:1;0x00435650:2;0x00436AD0:1;0x0043B110:1;0x00469620:1	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/battle-growth-item-completion-panel-00468ed0.md	ownership and call-graph fields are navigation only; close from full LST body and external chunks
151	0x00468FF0	sub_468FF0	script_dispatch_ai_and_targeting	medium	0x00466F70:1	0x0046F850:1;0x00476DB0:1;0x00478220:1;0x0047CE80:1	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/battle-growth-item-result-selection-00468ff0.md	ownership and call-graph fields are navigation only; close from full LST body and external chunks
