audit_order	address	navigation_name	entry_family	candidate_confidence_navigation	direct_callers_navigation	direct_callees_navigation	prior_review_navigation	closure_status	closure_evidence	closure_rule
79	0x0043FA70	sub_43FA70	standard_modes_1_3_4_5_6	medium	0x0043E800:4	0x0040EBF0:2;0x004239D0:3;0x00436AD0:11;0x0043B110:1;0x0043BAB0:1	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/special-mode-altar-record-panel-0043fa70.md	ownership and call-graph fields are navigation only; close from full LST body
80	0x0043FDE0	sub_43FDE0	standard_modes_1_3_4_5_6	medium	0x0043E3D0:1	0x004019A0:4;0x004315D0:4;0x004321E0:4;0x0044A240:4	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/special-mode-original-surface-preparation-0043fde0.md	ownership and call-graph fields are navigation only; close from full LST body
81	0x004400A0	sub_4400A0	standard_modes_1_3_4_5_6	medium	0x0043E800:1	0x00439070:3;0x00485610:2	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/special-mode-altar-animation-004400a0.md	ownership and call-graph fields are navigation only; close from full LST body
82	0x004404D0	sub_4404D0	standard_modes_1_3_4_5_6	medium	0x0043E3D0:1		mechanical_candidate_not_manually_reviewed	assembly_exact	evidence/special-mode-altar-attributes-004404d0.md	ownership and call-graph fields are navigation only; close from full LST body
83	0x004405C0	sub_4405C0	standard_modes_1_3_4_5_6	medium	0x0043E3D0:1;0x0043E800:2	0x004885A0:4	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/special-mode-altar-surface-release-004405c0.md	ownership and call-graph fields are navigation only; close from full LST body
84	0x00440630	sub_440630	standard_modes_1_3_4_5_6	medium		0x0043B9E0:1;0x00442050:1;0x004429B0:1;0x00487C10:3	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/special-mode-guardian-initialization-00440630.md	ownership and call-graph fields are navigation only; close from full LST body
85	0x004407F0	sub_4407F0	standard_modes_1_3_4_5_6	medium		0x0040DC50:1;0x00437300:1;0x0043B9C0:1;0x0043B9E0:1;0x0043C090:1;0x00440B20:3;0x00440C20:1;0x00440D20:1;0x00440E10:1;0x00441060:1;0x00441160:4;0x00441590:3;0x004429B0:1	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/special-mode-guardian-input-dispatch-004407f0.md	ownership and call-graph fields are navigation only; close from full LST body
86	0x00440B20	sub_440B20	standard_modes_1_3_4_5_6	medium	0x004407F0:3;0x00440FB0:1	0x0043B9A0:1;0x0043B9C0:1;0x0043B9E0:2;0x0043BB80:1;0x0043BC90:1;0x00442050:1;0x004420F0:1;0x004429B0:2;0x00485610:2	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/special-mode-guardian-selection-00440b20.md	ownership and call-graph fields are navigation only; close from full LST body
87	0x00440C20	sub_440C20	standard_modes_1_3_4_5_6	medium	0x004407F0:1;0x00440F00:1	0x0043B9A0:1;0x0043B9C0:1;0x0043B9E0:2;0x0043BBC0:1;0x0043BC90:1;0x00442050:1;0x004420F0:1;0x004429B0:2;0x00485610:2	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/special-mode-guardian-selection-retreat-00440c20.md	ownership and call-graph fields are navigation only; close from full LST body
88	0x00440D20	sub_440D20	standard_modes_1_3_4_5_6	medium	0x004407F0:1	0x0043B9A0:1;0x0043B9C0:1;0x0043B9E0:2;0x0043BBE0:1;0x0043BC90:1;0x00442050:1;0x004420F0:1;0x004429B0:2;0x00485610:2	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/special-mode-guardian-page-advance-00440d20.md	ownership and call-graph fields are navigation only; close from full LST body
89	0x00440E10	sub_440E10	standard_modes_1_3_4_5_6	medium	0x004407F0:1	0x0043B9A0:1;0x0043B9C0:1;0x0043B9E0:2;0x0043BC60:1;0x0043BC90:1;0x00442050:1;0x004420F0:1;0x004429B0:2;0x00485610:2	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/special-mode-guardian-page-retreat-00440e10.md	ownership and call-graph fields are navigation only; close from full LST body
90	0x00440F00	sub_440F00	standard_modes_1_3_4_5_6	medium		0x0043B9C0:1;0x0043B9E0:2;0x00440C20:1;0x00442050:1;0x004420F0:1;0x004429B0:2;0x00485610:2	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/special-mode-guardian-repeat-retreat-00440f00.md	ownership and call-graph fields are navigation only; close from full LST body
91	0x00440FB0	sub_440FB0	standard_modes_1_3_4_5_6	medium		0x0043B9C0:1;0x0043B9E0:2;0x00440B20:1;0x00442050:1;0x004420F0:1;0x004429B0:2;0x00485610:2	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/special-mode-guardian-repeat-advance-00440fb0.md	ownership and call-graph fields are navigation only; close from full LST body
92	0x00441060	sub_441060	standard_modes_1_3_4_5_6	medium	0x004407F0:1	0x0043B9A0:1;0x0043B9E0:1;0x0043BB40:1;0x0043BC90:1;0x00442050:1;0x004420F0:1;0x004429B0:1;0x00485610:1	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/special-mode-guardian-party-cycle-00441060.md	ownership and call-graph fields are navigation only; close from full LST body
93	0x00441160	sub_441160	standard_modes_1_3_4_5_6	medium	0x004407F0:4	0x0043B980:1;0x0043B9A0:1;0x0043B9C0:1;0x0043B9E0:2;0x0043BB40:1;0x0043BC90:1;0x00441F70:1;0x004429B0:2;0x00442D70:1;0x0044A240:1;0x0044D2D0:5;0x0044D6B0:1;0x00485610:2;0x00487C10:1;0x004885A0:1	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/special-mode-guardian-interaction-switch-00441160.md	ownership and call-graph fields are navigation only; close from full LST body
94	0x00441590	sub_441590	standard_modes_1_3_4_5_6	medium	0x004407F0:3	0x0043B480:1;0x0043B9E0:1;0x004420F0:2;0x004885A0:3	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/special-mode-guardian-interaction-commit-00441590.md	ownership and call-graph fields are navigation only; close from full LST body
95	0x00441680	sub_441680	standard_modes_1_3_4_5_6	medium		0x0040EBF0:4;0x00420490:2;0x004239D0:5;0x0042E850:2;0x004321E0:2;0x00435660:1;0x00436AD0:7;0x004372D0:1;0x0043AE40:2;0x0043B110:2;0x0043B9A0:1;0x0043BAB0:4;0x0043BD70:1;0x00442130:1;0x004425C0:1	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/special-mode-guardian-render-00441680.md	ownership and call-graph fields are navigation only; close from full LST body
96	0x00441F70	sub_441F70	standard_modes_1_3_4_5_6	medium	0x00441160:1;0x00442050:1		mechanical_candidate_not_manually_reviewed	assembly_exact	evidence/special-mode-guardian-record-filter-00441f70.md	ownership and call-graph fields are navigation only; close from full LST body
97	0x00442050	sub_442050	standard_modes_1_3_4_5_6	medium	0x00440630:1;0x00440B20:1;0x00440C20:1;0x00440D20:1;0x00440E10:1;0x00440F00:1;0x00440FB0:1;0x00441060:1	0x0043B980:1;0x00441F70:1;0x0044D5D0:1	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/special-mode-guardian-record-list-refresh-00442050.md	ownership and call-graph fields are navigation only; close from full LST body
98	0x004420F0	sub_4420F0	standard_modes_1_3_4_5_6	medium	0x00440B20:1;0x00440C20:1;0x00440D20:1;0x00440E10:1;0x00440F00:1;0x00440FB0:1;0x00441060:1;0x00441590:2	0x004885A0:1	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/special-mode-guardian-record-list-drain-004420f0.md	ownership and call-graph fields are navigation only; close from full LST body
99	0x00442130	sub_442130	standard_modes_1_3_4_5_6	medium	0x00441680:1	0x004170E0:3;0x004239D0:1;0x004315D0:3;0x00436AD0:11	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/special-mode-guardian-attribute-panel-00442130.md	ownership and call-graph fields are navigation only; close from full LST body
100	0x004425C0	sub_4425C0	standard_modes_1_3_4_5_6	medium	0x00441680:1;0x0044A280:1	0x0040EBF0:1;0x00420490:1;0x004239D0:1;0x004321E0:1;0x00436AD0:1;0x0043B110:1;0x00442960:8	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/special-mode-guardian-slot-panel-004425c0.md	ownership and call-graph fields are navigation only; close from full LST body
101	0x00442960	sub_442960	standard_modes_1_3_4_5_6	medium	0x004425C0:8	0x004170E0:1;0x004315D0:1	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/special-mode-guardian-category-icon-00442960.md	ownership and call-graph fields are navigation only; close from full LST body
102	0x004429B0	sub_4429B0	standard_modes_1_3_4_5_6	medium	0x00440630:1;0x004407F0:1;0x00440B20:2;0x00440C20:2;0x00440D20:2;0x00440E10:2;0x00440F00:2;0x00440FB0:2;0x00441060:1;0x00441160:2	0x00442A40:1;0x00442AA0:4;0x00442B10:1;0x00442CA0:1	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/special-mode-guardian-attribute-cache-refresh-004429b0.md	ownership and call-graph fields are navigation only; close from full LST body
103	0x00442A40	sub_442A40	standard_modes_1_3_4_5_6	medium	0x004429B0:1	0x0043B9A0:1	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/special-mode-guardian-attribute-seed-00442a40.md	ownership and call-graph fields are navigation only; close from full LST body
104	0x00442AA0	sub_442AA0	standard_modes_1_3_4_5_6	medium	0x004429B0:4	0x00442BC0:1;0x0044D6E0:1	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/special-mode-guardian-party-attributes-00442aa0.md	ownership and call-graph fields are navigation only; close from full LST body
105	0x00442B10	sub_442B10	standard_modes_1_3_4_5_6	medium	0x004429B0:1	0x00442BC0:1;0x0044D6E0:1	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/special-mode-guardian-selected-attributes-00442b10.md	ownership and call-graph fields are navigation only; close from full LST body
106	0x00442BC0	sub_442BC0	standard_modes_1_3_4_5_6	medium	0x00442AA0:1;0x00442B10:1		mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/special-mode-guardian-party-attribute-finalize-00442bc0.md	ownership and call-graph fields are navigation only; close from full LST body
107	0x00442CA0	sub_442CA0	standard_modes_1_3_4_5_6	medium	0x004429B0:1	0x00477800:1;0x004779F0:1;0x00477B40:1	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/special-mode-guardian-attribute-summary-00442ca0.md	ownership and call-graph fields are navigation only; close from full LST body
108	0x00442D70	sub_442D70	standard_modes_1_3_4_5_6	medium	0x00441160:1	0x0044D6E0:2	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/special-mode-guardian-record-exchange-attributes-00442d70.md	ownership and call-graph fields are navigation only; close from full LST body
109	0x00442E40	sub_442E40	standard_modes_1_3_4_5_6	medium		0x0043B9C0:1;0x0043B9E0:1;0x00444E80:1;0x00444F60:1;0x00444FB0:1;0x00487C10:1	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/special-mode-equipment-initialization-00442e40.md	ownership and call-graph fields are navigation only; close from full LST body
110	0x00442F10	sub_442F10	standard_modes_1_3_4_5_6	medium	0x00443BD0:2	0x00444F00:1;0x004885A0:1	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/special-mode-equipment-cleanup-00442f10.md	ownership and call-graph fields are navigation only; close from full LST body
111	0x00442F40	sub_442F40	standard_modes_1_3_4_5_6	medium		0x0040DC50:5;0x00437300:1;0x0043B9C0:1;0x0043B9E0:1;0x0043C090:1;0x00443450:2;0x00443570:2;0x00443670:2;0x004437C0:2;0x00443A60:1;0x00443B70:1;0x00443BD0:5;0x004441A0:1;0x00485610:1	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/special-mode-equipment-input-dispatch-00442f40.md	ownership and call-graph fields are navigation only; close from full LST body
112	0x00443450	sub_443450	standard_modes_1_3_4_5_6	medium	0x00442F40:2	0x0043B9A0:1;0x0043B9C0:1;0x0043B9E0:1;0x0043BB80:1;0x0043BC90:1;0x00485610:1	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/special-mode-equipment-advance-00443450.md	ownership and call-graph fields are navigation only; close from full LST body
113	0x00443570	sub_443570	standard_modes_1_3_4_5_6	medium	0x00442F40:2	0x0043B9A0:1;0x0043B9C0:1;0x0043B9E0:1;0x0043BBC0:1;0x0043BC90:1;0x00485610:1	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/special-mode-equipment-retreat-00443570.md	ownership and call-graph fields are navigation only; close from full LST body
114	0x00443670	sub_443670	standard_modes_1_3_4_5_6	medium	0x00442F40:2	0x0043B9A0:1;0x0043B9C0:1;0x0043B9E0:1;0x0043BBE0:1;0x00444E50:1;0x00485610:1	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/special-mode-equipment-page-advance-00443670.md	ownership and call-graph fields are navigation only; close from full LST body
115	0x004437C0	sub_4437C0	standard_modes_1_3_4_5_6	medium	0x00442F40:2	0x0043B9A0:2;0x0043B9C0:1;0x0043B9E0:1;0x0043BC60:1;0x00444E50:2;0x00485610:1	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/special-mode-equipment-page-retreat-004437c0.md	ownership and call-graph fields are navigation only; close from full LST body
116	0x004438E0	sub_4438E0	standard_modes_1_3_4_5_6	medium		0x0043B9C0:1;0x0043B9E0:1;0x0043BBC0:1;0x00485610:1	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/special-mode-equipment-column-toggle-004438e0.md	ownership and call-graph fields are navigation only; close from full LST body
117	0x004439A0	sub_4439A0	standard_modes_1_3_4_5_6	medium		0x0043B9C0:1;0x0043B9E0:1;0x0043BB80:1;0x00485610:1	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/special-mode-equipment-column-advance-004439a0.md	ownership and call-graph fields are navigation only; close from full LST body
118	0x00443A60	sub_443A60	standard_modes_1_3_4_5_6	medium	0x00442F40:1	0x0043B9A0:1;0x0043B9C0:1;0x0043B9E0:1;0x0043BB40:1;0x0043BC90:1;0x00444E80:1;0x00444F00:1;0x00444F60:1;0x00444FB0:1;0x00485610:1	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/special-mode-equipment-party-cycle-00443a60.md	ownership and call-graph fields are navigation only; close from full LST body
119	0x00443B70	sub_443B70	standard_modes_1_3_4_5_6	medium	0x00442F40:1	0x0043B9C0:1;0x0043B9E0:1;0x00444E80:1;0x00444F00:1;0x00485610:1	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/special-mode-equipment-list-kind-cycle-00443b70.md	ownership and call-graph fields are navigation only; close from full LST body
120	0x00443BD0	sub_443BD0	standard_modes_1_3_4_5_6	medium	0x00442F40:5	0x0040DC50:7;0x0043B9C0:3;0x0043BE40:1;0x0043BE90:1;0x0043BFC0:2;0x00442F10:2;0x0044D6E0:5;0x00476A80:1;0x00485610:6;0x004885A0:2	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/special-mode-equipment-commit-00443bd0.md	ownership and call-graph fields are navigation only; close from full LST body
121	0x004441A0	sub_4441A0	standard_modes_1_3_4_5_6	medium	0x00442F40:1	0x0043B480:1;0x004885A0:2	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/special-mode-equipment-exit-004441a0.md	ownership and call-graph fields are navigation only; close from full LST body
122	0x004442B0	sub_4442B0	standard_modes_1_3_4_5_6	medium		0x0040EBF0:1;0x004170E0:1;0x00420490:2;0x004239D0:6;0x0042E850:4;0x004306C0:1;0x004315D0:1;0x004321E0:1;0x00435620:2;0x00436AD0:8;0x004372D0:1;0x0043AE40:2;0x0043B110:7;0x0043B9A0:1;0x0043B9C0:1;0x0043BAB0:2;0x00476A80:1;0x00487C10:1;0x004885A0:1	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/special-mode-equipment-render-004442b0.md	ownership and call-graph fields are navigation only; close from full LST body
123	0x00444DB0	sub_444DB0	standard_modes_1_3_4_5_6	medium	0x00444E80:1		mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/special-mode-equipment-record-sort-00444db0.md	ownership and call-graph fields are navigation only; close from full LST body
124	0x00444E50	sub_444E50	standard_modes_1_3_4_5_6	medium	0x00443670:1;0x004437C0:2		mechanical_candidate_not_manually_reviewed	assembly_exact	evidence/special-mode-equipment-visible-count-00444e50.md	ownership and call-graph fields are navigation only; close from full LST body
125	0x00444E80	sub_444E80	standard_modes_1_3_4_5_6	medium	0x00442E40:1;0x00443A60:1;0x00443B70:1	0x0043B980:1;0x00444DB0:1;0x0044D5D0:1	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/special-mode-equipment-record-list-rebuild-00444e80.md	ownership and call-graph fields are navigation only; close from full LST body
126	0x00444F00	sub_444F00	standard_modes_1_3_4_5_6	medium	0x00442F10:1;0x00443A60:1;0x00443B70:1	0x004885A0:1	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/special-mode-equipment-record-list-cleanup-00444f00.md	ownership and call-graph fields are navigation only; close from full LST body
127	0x00444F60	sub_444F60	standard_modes_1_3_4_5_6	medium	0x00442E40:1;0x00443A60:1	0x0040DC50:2	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/special-mode-equipment-action-count-00444f60.md	ownership and call-graph fields are navigation only; close from full LST body
128	0x00444FB0	sub_444FB0	standard_modes_1_3_4_5_6	medium	0x00442E40:1;0x00443A60:1		mechanical_candidate_not_manually_reviewed	assembly_exact	evidence/special-mode-equipment-final-action-count-00444fb0.md	ownership and call-graph fields are navigation only; close from full LST body
129	0x00444FC0	sub_444FC0	standard_modes_1_3_4_5_6	medium	0x00439DE0:1;0x0043B480:1	0x0040DC50:1	mechanical_candidate_not_manually_reviewed	assembly_exact	evidence/special-mode-callback-table-installation-00444fc0.md	ownership and call-graph fields are navigation only; close from full LST body
130	0x004450E0	sub_4450E0	standard_modes_1_3_4_5_6	medium		0x0040DC50:2;0x00445210:1;0x00445360:1;0x004453F0:1	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/special-mode-group-eight-input-004450e0.md	ownership and call-graph fields are navigation only; close from full LST body
131	0x00445210	sub_445210	standard_modes_1_3_4_5_6	medium	0x004450E0:1	0x0040DC50:1;0x00485610:2	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/special-mode-group-eight-selection-retreat-00445210.md	ownership and call-graph fields are navigation only; close from full LST body
132	0x004452B0	sub_4452B0	standard_modes_1_3_4_5_6	medium		0x0040DC50:2;0x00485610:1	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/special-mode-group-eight-selection-advance-004452b0.md	ownership and call-graph fields are navigation only; close from full LST body
133	0x00445360	sub_445360	standard_modes_1_3_4_5_6	medium	0x004450E0:1	0x0040DC50:1;0x0043B480:1;0x00485610:1	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/special-mode-group-eight-selection-commit-00445360.md	ownership and call-graph fields are navigation only; close from full LST body
134	0x004453F0	sub_4453F0	standard_modes_1_3_4_5_6	medium	0x004450E0:1	0x0043B480:1	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/special-mode-group-eight-exit-004453f0.md	ownership and call-graph fields are navigation only; close from full LST body
135	0x00445420	sub_445420	standard_modes_1_3_4_5_6	medium			mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/special-mode-group-eight-draw-dispatch-00445420.md	ownership and call-graph fields are navigation only; close from full LST body
136	0x00445430	sub_445430	standard_modes_1_3_4_5_6	medium		0x0040DC00:1;0x0040DC50:4;0x0043B9C0:1;0x0043B9E0:1;0x00448230:1;0x00487C10:1	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/special-mode-group-eight-first-selection-initialization-00445430.md	ownership and call-graph fields are navigation only; close from full LST body
137	0x004455A0	sub_4455A0	standard_modes_1_3_4_5_6	medium	0x00446700:3;0x00446FE0:1	0x004482E0:1;0x004885A0:1	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/special-mode-group-eight-shared-cleanup-004455a0.md	ownership and call-graph fields are navigation only; close from full LST body
138	0x004455E0	sub_4455E0	standard_modes_1_3_4_5_6	medium		0x0040DC50:1;0x00437300:1;0x0043B9C0:1;0x0043B9E0:1;0x0043C090:1;0x0043C3C0:1;0x00445C90:2;0x00445E90:2;0x00446090:2;0x00446260:2;0x00446420:1;0x00446700:7;0x00446FE0:4;0x00485610:3	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/special-mode-group-eight-main-input-004455e0.md	ownership and call-graph fields are navigation only; close from full LST body
139	0x00445C90	sub_445C90	standard_modes_1_3_4_5_6	medium	0x004455E0:2	0x0043B9A0:1;0x0043B9C0:1;0x0043B9E0:1;0x0043BB80:2;0x0043BC90:1;0x00485610:2	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/special-mode-group-eight-advance-control-00445c90.md	ownership and call-graph fields are navigation only; close from full LST body
140	0x00445E90	sub_445E90	standard_modes_1_3_4_5_6	medium	0x004455E0:2	0x0043B9A0:1;0x0043B9C0:1;0x0043B9E0:1;0x0043BBC0:2;0x0043BC90:1;0x00485610:2	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/special-mode-group-eight-retreat-control-00445e90.md	ownership and call-graph fields are navigation only; close from full LST body
141	0x00446090	sub_446090	standard_modes_1_3_4_5_6	medium	0x004455E0:2	0x0043B9A0:1;0x0043B9C0:1;0x0043B9E0:1;0x0043BBE0:2;0x0043BC90:1;0x00485610:2	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/special-mode-group-eight-page-advance-00446090.md	ownership and call-graph fields are navigation only; close from full LST body
142	0x00446260	sub_446260	standard_modes_1_3_4_5_6	medium	0x004455E0:2	0x0043B9A0:1;0x0043B9C0:1;0x0043B9E0:1;0x0043BC60:2;0x0043BC90:1;0x00485610:2	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/special-mode-group-eight-page-retreat-00446260.md	ownership and call-graph fields are navigation only; close from full LST body
143	0x00446420	sub_446420	standard_modes_1_3_4_5_6	medium	0x004455E0:1	0x0043B9C0:1;0x0043B9E0:1;0x0043BBC0:1;0x0043C9C0:1;0x0043CBD0:1;0x0043CC00:1;0x0043CEF0:1;0x00448230:1;0x004482E0:1;0x00485610:2	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/special-mode-group-eight-mode-retreat-00446420.md	ownership and call-graph fields are navigation only; close from full LST body
144	0x00446550	sub_446550	standard_modes_1_3_4_5_6	medium		0x0043B9C0:1;0x0043B9E0:1;0x0043BB80:1;0x00448230:1;0x004482E0:1;0x00485610:1	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/special-mode-group-eight-mode-advance-00446550.md	ownership and call-graph fields are navigation only; close from full LST body
145	0x00446680	sub_446680	standard_modes_1_3_4_5_6	medium			mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/special-mode-selection-publish-runtime-advance-00446680.md	ownership and call-graph fields are navigation only; close from full LST body
146	0x004466A0	sub_4466A0	standard_modes_1_3_4_5_6	medium		0x00485610:1	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/special-mode-selection-cycle-runtime-advance-004466a0.md	ownership and call-graph fields are navigation only; close from full LST body
147	0x00446700	sub_446700	standard_modes_1_3_4_5_6	medium	0x004455E0:7	0x00406D30:1;0x0040D560:1;0x0040DC50:7;0x00437DF0:1;0x0043B9C0:6;0x0043BCC0:4;0x0043BE40:1;0x0043BE90:1;0x0043BFC0:2;0x0043C0D0:1;0x004455A0:3;0x00446FE0:2;0x00448230:1;0x004482E0:1;0x00448360:1;0x004485F0:1;0x0044A240:2;0x0044D2D0:6;0x0044D4E0:1;0x0044D680:1;0x0044D6E0:5;0x00476A80:1;0x00485610:9;0x00487C10:1;0x004885A0:4	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/special-mode-multiphase-commit-00446700.md	ownership and call-graph fields are navigation only; close from full LST body
148	0x00446FE0	sub_446FE0	standard_modes_1_3_4_5_6	medium	0x004455E0:4;0x00446700:2	0x0043B480:1;0x004455A0:1;0x004885A0:2	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/special-mode-interaction-exit-00446fe0.md	ownership and call-graph fields are navigation only; close from full LST body
149	0x00447100	sub_447100	standard_modes_1_3_4_5_6	medium		0x0040D560:1;0x0040EBF0:5;0x0040EFD0:1;0x00420490:2;0x004239D0:4;0x0042E850:5;0x004321E0:3;0x00435620:6;0x00435660:1;0x00436AD0:13;0x004372D0:1;0x0043AE40:2;0x0043B110:11;0x0043B9A0:1;0x0043B9C0:1;0x0043BAB0:3;0x0043BD70:1;0x0043C820:1;0x00487C10:2;0x004885A0:2	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/special-mode-group-one-render-00447100.md	ownership and call-graph fields are navigation only; close from full LST body
150	0x00448020	sub_448020	standard_modes_1_3_4_5_6	medium	0x00448230:1	0x0040DC50:1;0x0044A240:1;0x00487C10:2;0x004885A0:2	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/special-mode-selection-record-clone-00448020.md	ownership and call-graph fields are navigation only; close from full LST body
151	0x00448230	sub_448230	standard_modes_1_3_4_5_6	medium	0x00445430:1;0x00446420:1;0x00446550:1;0x00446700:1	0x0043B980:1;0x00448020:1;0x0044D5D0:1;0x004885A0:2	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/special-mode-selection-record-initialization-00448230.md	ownership and call-graph fields are navigation only; close from full LST body
152	0x004482E0	sub_4482E0	standard_modes_1_3_4_5_6	medium	0x004455A0:1;0x00446420:1;0x00446550:1;0x00446700:1;0x004485F0:1	0x0044D2D0:2;0x004885A0:2	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/special-mode-selection-record-cleanup-004482e0.md	ownership and call-graph fields are navigation only; close from full LST body
153	0x00448360	sub_448360	standard_modes_1_3_4_5_6	medium	0x00446700:1	0x0040AE20:1;0x0040D460:2;0x0040D560:1;0x0040DC00:1;0x0040F280:1;0x00411490:2;0x00411530:1;0x00487C10:1;0x004885A0:2	mechanical_candidate_not_manually_reviewed	platform_adapted	evidence/special-mode-resource-commit-00448360.md	ownership and call-graph fields are navigation only; close from full LST body
154	0x004485F0	sub_4485F0	standard_modes_1_3_4_5_6	medium	0x00446700:1	0x004482E0:1;0x0044D520:2	mechanical_candidate_not_manually_reviewed	pending_audit		ownership and call-graph fields are navigation only; close from full LST body
155	0x00448650	sub_448650	standard_modes_1_3_4_5_6	confirmed_boundary	0x004070A0:1;0x00409540:1	0x0043B9C0:1;0x0043B9E0:1;0x0043BCC0:1;0x0044D2D0:1;0x0044D5A0:1	manual_reviewed_current_assembly	pending_audit		ownership and call-graph fields are navigation only; close from full LST body
156	0x00448700	sub_448700	standard_modes_1_3_4_5_6	confirmed_boundary	0x00409540:1;0x0043B480:1	0x0040EB60:1;0x00448EE0:1;0x004856C0:1;0x00485710:1;0x00485830:1;0x00485850:1;0x00487C10:2	manual_reviewed_current_assembly	pending_audit		ownership and call-graph fields are navigation only; close from full LST body
157	0x00448840	sub_448840	standard_modes_1_3_4_5_6	medium		0x0040DC80:1;0x0040DCB0:1;0x00448EE0:4;0x00449050:1;0x00485610:1;0x00485850:1	mechanical_candidate_not_manually_reviewed	pending_audit		ownership and call-graph fields are navigation only; close from full LST body
158	0x00448BB0	sub_448BB0	standard_modes_1_3_4_5_6	medium			mechanical_candidate_not_manually_reviewed	pending_audit		ownership and call-graph fields are navigation only; close from full LST body
159	0x00448C00	sub_448C00	standard_modes_1_3_4_5_6	medium			mechanical_candidate_not_manually_reviewed	pending_audit		ownership and call-graph fields are navigation only; close from full LST body
160	0x00448C40	sub_448C40	standard_modes_1_3_4_5_6	medium			mechanical_candidate_not_manually_reviewed	pending_audit		ownership and call-graph fields are navigation only; close from full LST body
161	0x00448C70	sub_448C70	standard_modes_1_3_4_5_6	medium			mechanical_candidate_not_manually_reviewed	pending_audit		ownership and call-graph fields are navigation only; close from full LST body
